ann_return_model,ann_return_spy,alpha,sharpe_model,sharpe_spy,max_dd_model,max_dd_spy,win_rate,total_trades,closed_trades,avg_hold_days,mode
0.08892412863562393,0.1318621406128906,-0.042938011977266655,0.4607903194462991,0.6376143405198005,-0.3153553782475376,-0.33717261493515477,0.5317460317460317,133,126,134.69924812030075,comp_combined
