ann_return_model,ann_return_spy,alpha,sharpe_model,sharpe_spy,max_dd_model,max_dd_spy,win_rate,total_trades,closed_trades,avg_hold_days,mode
0.09347394594302227,0.1318621406128906,-0.038388194669868314,0.49246211924059613,0.6376143405198005,-0.31928321816682753,-0.33717261493515477,0.5528455284552846,130,123,138.55384615384617,orig_combined
