ticker,tier,entry_date,entry_price,exit_date,exit_price,return_pct,pnl_dollars,hold_days,exit_reason
AMAT,qvm,2021-07-01,132.4241,2021-10-01,124.1842,-6.22,-9711.43,92,qvm_rebalance
DGX,qvm,2021-07-01,120.5631,2021-10-01,130.556,8.29,12936.08,92,qvm_rebalance
TXN,qvm,2021-07-01,166.4014,2021-10-01,169.916,2.11,3296.47,92,qvm_rebalance
MNST,qvm,2021-07-01,45.575,2021-10-01,44.94,-1.39,-2174.58,92,qvm_rebalance
WSM,qvm,2021-07-01,73.1676,2021-12-01,85.8778,17.37,27111.94,153,trailing_stop
SWKS,qvm,2021-07-01,165.0598,2021-09-29,145.8913,-11.61,-18124.77,90,trailing_stop
CPRT,qvm,2021-10-01,34.9825,2022-01-03,36.7375,5.02,7806.94,94,qvm_rebalance
REGN,qvm,2021-10-01,566.9597,2022-04-01,690.1675,21.73,33817.41,182,qvm_rebalance
ULTA,qvm,2021-10-01,368.03,2022-01-03,413.23,12.28,19112.16,94,qvm_rebalance
AMD,qvm,2021-10-01,102.45,2021-12-13,133.8,30.6,47618.99,73,trailing_stop
LULU,qvm,2021-10-01,401.37,2021-12-13,403.75,0.59,922.76,73,trailing_stop
WY,qvm,2021-10-01,29.407,2022-01-03,33.9794,15.55,24196.43,94,qvm_rebalance
EG,qvm,2022-01-03,252.13,2022-04-01,285.4682,13.22,22252.73,88,qvm_rebalance
ODFL,qvm,2022-01-03,169.3564,2022-01-21,145.1242,-14.31,-24080.03,18,trailing_stop
AMAT,qvm,2022-01-03,154.0528,2022-01-20,134.0364,-12.99,-21866.63,17,trailing_stop
KLAC,qvm,2022-01-03,416.4984,2022-01-21,357.0902,-14.26,-24004.83,18,trailing_stop
WSM,qvm,2022-01-03,77.6806,2022-01-20,65.9035,-15.16,-25514.73,17,trailing_stop
TER,qvm,2022-01-03,163.2057,2022-01-25,135.8721,-16.75,-28185.6,22,trailing_stop
PFE,crash,2022-02-22,38.3518,2023-08-14,30.7616,-19.79,-33836.07,538,neg_revenue_2q
LULU,crash,2022-03-09,305.82,2024-12-30,384.05,25.58,43734.28,1027,backtest_end
MRK,qvm,2022-04-01,73.9577,2022-06-21,78.5893,6.26,11058.03,81,crash_displaced_qvm
ON,qvm,2022-04-01,59.63,2022-06-13,56.07,-5.97,-10541.79,73,trailing_stop
EXPD,qvm,2022-04-01,95.3345,2022-04-22,94.7721,-0.59,-1041.54,21,crash_displaced_qvm
KLAC,qvm,2022-04-01,345.8071,2022-04-22,311.2619,-9.99,-17639.38,21,crash_displaced_qvm
TER,qvm,2022-04-01,114.4411,2022-04-25,110.704,-3.27,-5765.99,24,crash_displaced_qvm
CF,qvm,2022-04-01,91.4759,2022-05-09,83.3082,-8.93,-15765.91,38,trailing_stop
CPRT,crash,2022-04-22,29.0375,2024-12-30,58.13,100.19,176805.06,983,backtest_end
EXPD,crash,2022-04-22,94.7721,2022-05-16,106.0384,11.89,20768.71,24,gm_below_30%
LRCX,crash,2022-04-25,45.6141,2023-08-14,64.9962,42.49,73990.63,476,neg_revenue_2q
META,crash,2022-05-09,194.6822,2022-11-14,113.3306,-41.79,-72104.77,189,neg_revenue_2q
EXPD,crash,2022-05-18,99.6618,2022-05-19,98.8326,-0.83,-1452.99,1,gm_below_30%
EXPD,crash,2022-05-19,98.8326,2022-05-20,100.5006,1.69,2944.82,1,gm_below_30%
EXPD,crash,2022-05-20,100.5006,2022-05-23,100.6721,0.17,298.38,3,gm_below_30%
EXPD,crash,2022-05-23,100.6721,2022-05-24,100.3576,-0.31,-546.18,1,gm_below_30%
EXPD,crash,2022-05-24,100.3576,2022-05-25,101.1583,0.8,1394.21,1,gm_below_30%
EXPD,crash,2022-05-25,101.1583,2022-05-26,103.6174,2.43,4251.66,1,gm_below_30%
EXPD,crash,2022-06-09,97.0468,2022-06-10,94.4193,-2.71,-4746.77,1,gm_below_30%
EXPD,crash,2022-06-10,94.4193,2022-06-13,92.5205,-2.01,-3516.08,3,gm_below_30%
EXPD,crash,2022-06-13,92.5205,2022-06-14,94.5535,2.2,3811.06,1,gm_below_30%
TXN,crash,2022-06-13,137.269,2023-05-15,152.1464,10.84,18797.66,336,neg_revenue_2q
EXPD,crash,2022-06-14,94.5535,2022-06-15,93.9302,-0.66,-1145.9,1,gm_below_30%
EXPD,crash,2022-06-15,93.9302,2022-06-16,92.3479,-1.68,-2926.11,1,gm_below_30%
EXPD,crash,2022-06-16,92.3479,2022-06-17,90.3533,-2.16,-3745.59,1,gm_below_30%
EXPD,crash,2022-06-17,90.3533,2022-06-21,91.878,1.69,2920.1,4,gm_below_30%
WST,crash,2022-06-21,285.5633,2023-02-14,273.7972,-4.12,-7187.27,238,neg_revenue_2q
EXPD,crash,2022-06-21,91.878,2022-06-22,91.6383,-0.26,-452.27,1,gm_below_30%
EXPD,crash,2022-06-22,91.6383,2022-06-23,92.4726,0.91,1587.7,1,gm_below_30%
EXPD,crash,2022-06-23,92.4726,2022-06-24,96.366,4.21,7349.08,1,gm_below_30%
EXPD,crash,2022-06-24,96.366,2022-06-27,96.4043,0.04,69.76,3,gm_below_30%
EXPD,crash,2022-06-27,96.4043,2022-06-28,93.8151,-2.69,-4707.91,1,gm_below_30%
EXPD,crash,2022-06-28,93.8151,2022-06-29,94.0261,0.22,393.14,1,gm_below_30%
EXPD,crash,2022-06-29,94.0261,2022-06-30,93.4603,-0.6,-1052.2,1,gm_below_30%
EXPD,crash,2022-06-30,93.4603,2022-07-01,93.5754,0.12,215.17,1,gm_below_30%
ISRG,crash,2022-07-01,206.1,2024-12-30,526.96,155.68,178561.27,913,backtest_end
COP,qvm,2023-01-03,101.7928,2023-02-17,94.1112,-7.55,-12569.77,45,trailing_stop
ON,qvm,2023-01-03,61.61,2023-03-13,77.75,26.2,43635.82,69,sector_cap_displaced
QCOM,crash,2023-03-13,106.8666,2023-05-15,99.2552,-7.12,-12033.48,63,neg_revenue_2q
COP,crash,2023-03-13,91.0018,2023-08-14,108.2338,18.94,31166.87,154,neg_revenue_2q
CTRA,crash,2023-03-15,20.6785,2023-11-14,25.0764,21.27,35933.35,244,neg_revenue_2q
CVX,qvm,2023-04-03,149.6859,2023-07-03,139.8208,-6.59,-11733.93,91,qvm_rebalance
MCHP,qvm,2023-07-03,84.5773,2023-08-16,74.3933,-12.04,-21378.41,44,trailing_stop
EXE,qvm,2023-07-03,77.3957,2023-10-02,77.7969,0.52,920.48,91,qvm_rebalance
ALB,qvm,2023-07-03,219.5133,2023-07-27,197.1943,-10.17,-18052.03,24,trailing_stop
ABNB,qvm,2023-10-02,136.56,2023-10-26,115.47,-15.44,-27926.59,24,trailing_stop
MCHP,qvm,2023-10-02,73.467,2024-01-02,81.5674,11.03,19937.76,92,qvm_rebalance
RMD,qvm,2023-10-02,142.34,2024-04-01,185.9511,30.64,55403.29,182,qvm_rebalance
ANET,qvm,2023-10-02,46.9525,2024-04-17,64.8175,38.05,68803.29,198,trailing_stop
NVDA,qvm,2024-01-02,48.1386,2024-04-01,90.312,87.61,160868.54,90,qvm_rebalance
ABNB,qvm,2024-01-02,134.48,2024-05-22,142.71,6.12,11237.45,141,trailing_stop
DECK,qvm,2024-04-01,155.0833,2024-07-10,148.895,-3.99,-8190.11,100,trailing_stop
META,qvm,2024-04-01,488.0414,2024-04-25,438.4079,-10.17,-20873.72,24,trailing_stop
MSFT,qvm,2024-07-01,450.6371,2024-08-05,389.8786,-13.48,-28471.07,35,trailing_stop
FSLR,qvm,2024-07-01,222.71,2024-10-10,205.04,-7.93,-16754.1,101,trailing_stop
META,qvm,2024-07-01,501.7794,2024-07-25,450.804,-10.16,-21452.18,24,trailing_stop
ANET,qvm,2024-07-01,89.175,2024-07-25,78.53,-11.94,-25207.33,24,trailing_stop
META,qvm,2024-10-01,573.7036,2024-12-30,588.8773,2.64,5364.69,90,backtest_end
DECK,qvm,2024-10-01,155.62,2024-12-30,205.76,32.22,65352.11,90,backtest_end
NVDA,qvm,2024-10-01,116.9536,2024-12-30,137.445,17.52,35538.38,90,backtest_end
ANET,qvm,2024-10-01,95.4625,2024-12-30,111.45,16.75,33969.43,90,backtest_end
