ann_return_model,ann_return_spy,alpha,sharpe_model,sharpe_spy,max_dd_model,max_dd_spy,win_rate,total_trades,closed_trades,avg_hold_days,mode
0.08587746998100898,0.1318621406128906,-0.04598467063188161,0.5360500343764835,0.6376143405198005,-0.17958197976465448,-0.33717261493515477,0.5474452554744526,141,137,92.80141843971631,comp_qvm
