ann_return_model,ann_return_spy,alpha,sharpe_model,sharpe_spy,max_dd_model,max_dd_spy,win_rate,total_trades,closed_trades,avg_hold_days,mode
0.08046223227670324,0.1318621406128906,-0.05139990833618735,0.4905837477965602,0.6376143405198005,-0.22589623194910347,-0.33717261493515477,0.5441176470588235,140,136,92.93571428571428,orig_qvm
