ann_return_model,ann_return_spy,alpha,sharpe_model,sharpe_spy,max_dd_model,max_dd_spy,win_rate,total_trades,closed_trades,avg_hold_days,mode
0.09375232254666499,0.13186217233619346,-0.03810984978952847,0.4915033470717858,0.6376144622361841,-0.38778929986027705,-0.337172565585582,0.5102040816326531,153,147,112.57516339869281,sp900_combined
