ann_return_model,ann_return_spy,alpha,sharpe_model,sharpe_spy,max_dd_model,max_dd_spy,win_rate,total_trades,closed_trades,avg_hold_days,mode
0.08846342659485495,0.13186217233619346,-0.04339874574133851,0.5809592765503164,0.6376144622361841,-0.20903010211067874,-0.337172565585582,0.5340909090909091,178,176,62.20786516853933,sp900_qvm
