ann_return_model,ann_return_spy,alpha,sharpe_model,sharpe_spy,max_dd_model,max_dd_spy,win_rate,total_trades,closed_trades,avg_hold_days,mode
0.089064310683443,0.1318621406128906,-0.042797829929447584,0.46179441461898535,0.6376143405198005,-0.3145891643527,-0.33717261493515477,0.5396825396825397,133,126,134.69924812030075,sp500_combined
