ann_return_model,ann_return_spy,alpha,sharpe_model,sharpe_spy,max_dd_model,max_dd_spy,win_rate,total_trades,closed_trades,avg_hold_days,mode
0.07417003399939315,0.1318621406128906,-0.05769210661349744,0.335641626664016,0.6376143405198005,-0.34856279033565957,-0.33717261493515477,0.5567010309278351,103,97,172.6893203883495,qvm
