ann_return_model,ann_return_spy,alpha,sharpe_model,sharpe_spy,max_dd_model,max_dd_spy,win_rate,total_trades,closed_trades,avg_hold_days,mode
0.0035296066907974932,0.13186211893468913,-0.12833251224389164,-1.913678421896165,0.6376140391960095,-0.04069414589743573,-0.3371726321428831,0.5,24,22,127.54166666666667,dip
