ann_return_model,ann_return_spy,alpha,sharpe_model,sharpe_spy,max_dd_model,max_dd_spy,win_rate,total_trades,closed_trades,avg_hold_days,mode
0.07814038918705268,0.1318621406128906,-0.053721751425837905,0.46815191495287173,0.6376143405198005,-0.22943701174511424,-0.33717261493515477,0.5441176470588235,140,136,91.93571428571428,qvm
