ann_return_model,ann_return_spy,alpha,sharpe_model,sharpe_spy,max_dd_model,max_dd_spy,win_rate,total_trades,closed_trades,avg_hold_days,mode
0.08058489119020806,0.1318621406128906,-0.051277249422682525,0.40684553120814687,0.6376143405198005,-0.3644536738757523,-0.33717261493515477,0.5416666666666666,127,120,139.98425196850394,combined
