ann_return_model,ann_return_spy,alpha,sharpe_model,sharpe_spy,max_dd_model,max_dd_spy,win_rate,total_trades,closed_trades,avg_hold_days,mode
0.0806797230115448,0.1318621406128906,-0.05118241760134579,0.4942327560892737,0.6376143405198005,-0.22927990210167845,-0.33717261493515477,0.5481481481481482,139,135,93.7410071942446,qvm
