final_value,cagr,max_drawdown,sharpe,win_rate
2364135.663294535,0.18777581713220393,-0.09051247848420794,1.4424779027721943,0.5652173913043478
2084514.8572140178,0.15824650654062533,-0.09109814354437597,1.290868540113158,0.5434782608695652
3654336.5897505754,0.29587081584133146,-0.08669684679175486,1.632302319991899,0.5362318840579711
3650977.4196137628,0.29563248793139274,-0.09748430699198157,1.6933905501352498,0.6086956521739131
3530878.92481469,0.286994127196291,-0.07410338051716382,1.7062169823945124,0.5652173913043478
2001380.0686098675,0.14885683951336248,-0.0910749653967871,1.0963201170760548,0.5217391304347826
2825764.2950321473,0.23091251320853035,-0.1113396519407861,1.3970815994373817,0.5434782608695652
3571505.448715197,0.28994223750647774,-0.1160771964082473,1.5238255345199496,0.4782608695652174
3648358.802553315,0.29544657940701113,-0.055520808768973105,1.8834444785205646,0.5942028985507246
1923852.1192450821,0.13981491918980016,-0.1367984751812769,0.8999292362897717,0.45652173913043476
1911467.0129057374,0.13834357725361013,-0.09434498453554503,1.1007889478887385,0.5289855072463768
3706598.9629470403,0.29955636290196885,-0.05525364959445019,2.1814055826095626,0.6231884057971014
1604451.924393063,0.09917120259157053,-0.11121443197497967,0.792424911854319,0.5217391304347826
3407224.6172487517,0.27785081112673704,-0.10255002602490203,1.5498787874478872,0.5579710144927537
2597053.0006384905,0.21030872074383233,-0.06858045531096285,1.2904850593198305,0.5
3914072.137559195,0.31378943500721634,-0.05897256642217587,2.0155707426581637,0.6739130434782609
4152327.0195438485,0.32940806724053284,-0.08258704355228101,1.629524946953662,0.5434782608695652
2055949.4509565572,0.15505452682995102,-0.05721666219976962,1.3434818389842305,0.5144927536231884
5438594.265598435,0.40312813196748887,-0.0700941306695026,2.195764753564404,0.5942028985507246
2096260.9195095215,0.15954889822270313,-0.12060621277400287,1.4356424247428585,0.5362318840579711
4175549.0693645105,0.33089170525123235,-0.07032056538044305,1.7809370433795322,0.6304347826086957
5092184.798214007,0.3847801552684693,-0.07873868889167886,2.0593911518261883,0.5942028985507246
3251345.101473076,0.2659385168064714,-0.08172558661425446,1.4469709906388888,0.5362318840579711
2324266.438897825,0.18374234152054592,-0.11159632727153532,1.2468249700744598,0.4927536231884058
2280152.612744697,0.17921442497673024,-0.08351988352724285,1.3111118152627184,0.5217391304347826
2021797.750815668,0.15119141399465152,-0.1276291757413317,1.0255649262971187,0.5362318840579711
2752714.6153034777,0.2244815274720422,-0.08866375270345951,1.308956827751658,0.5434782608695652
3012956.4885012973,0.24680510546557555,-0.0714901381357762,1.681941349966853,0.5
3480066.047852752,0.2832683918204064,-0.0625907008590314,1.9229758479869092,0.5869565217391305
4531564.733937612,0.3528499740914157,-0.04776829326530881,1.915159983589112,0.6159420289855072
8066296.372011518,0.5182204430474373,-0.044479999999999985,2.380925608421743,0.6086956521739131
1388171.2240672158,0.06779678151375879,-0.1620624203395933,0.5719390539725272,0.5
4118896.760941623,0.3272605353871114,-0.06761737477367633,1.6951427647812594,0.5652173913043478
5356443.486120072,0.39886339368324375,-0.08236778893858931,2.048328261326095,0.5942028985507246
4686420.74738156,0.361972238798161,-0.10635229331663078,2.038984985525021,0.6014492753623188
2556561.824660883,0.20651092808058102,-0.05662243683127588,1.3978313801652456,0.5
1969988.5693762891,0.14523006628695034,-0.10312778222926443,1.1122284755995253,0.5289855072463768
6238885.180691215,0.44218640934152953,-0.05142139749999999,2.4002924817374196,0.6811594202898551
