final_value,cagr,max_drawdown,sharpe,win_rate
2994509.4173434037,0.2452746195185751,-0.1193276539114442,1.4366681253399984,0.5362318840579711
3519422.2483314336,0.28615785668790283,-0.06547261128734169,1.772453773292886,0.5797101449275363
3065586.28629062,0.2511307808567971,-0.04911473967638099,1.6474573350236945,0.5652173913043478
1930292.781695732,0.14057707258966445,-0.09362275210992956,1.0287462981005595,0.5144927536231884
6430815.752319169,0.45095256099941605,-0.0517235628072419,2.3512803586618745,0.6521739130434783
4257040.446946858,0.33604644350940993,-0.06101962814463981,1.9507309922870466,0.5579710144927537
3748671.803651113,0.3024932578407975,-0.09897829623251969,1.5234163541521104,0.5507246376811594
2365986.028769726,0.1879616890044693,-0.11329107351284438,1.361921280013452,0.5289855072463768
3678040.4910998517,0.29754760740212727,-0.08443342548363562,1.7939454699361554,0.5579710144927537
3181475.5671428107,0.2604502782303222,-0.0703608618016828,1.7676941335421656,0.572463768115942
3383907.7012512377,0.27609704137555324,-0.06508700211832515,1.8191663123862656,0.5507246376811594
3917520.59772295,0.3140208540804079,-0.06967264123417931,1.7307431380497633,0.5434782608695652
3810345.088746863,0.30675106276890673,-0.0654737640404817,1.486994116491134,0.5144927536231884
4034592.2343229167,0.32178229306775163,-0.068890034360354,1.7055305602223445,0.5579710144927537
2682086.2871789793,0.21813255255497,-0.13856085406403562,1.4246164605474347,0.5362318840579711
3073397.6170238904,0.2517677259430051,-0.07173305207114825,1.6303563473572744,0.4927536231884058
3115354.5487159616,0.25516695187047445,-0.07374982215389127,1.6108776608829591,0.5507246376811594
3575608.792509346,0.2902385072849176,-0.08517910530012844,1.8936878214640127,0.572463768115942
9915895.37070941,0.5822182411400016,-0.04851117744995826,2.43822718287091,0.6014492753623188
3490161.9879087135,0.28401210141597244,-0.0665489400925099,1.6881908310178484,0.5434782608695652
3094086.630288765,0.2534484967799764,-0.104428872174126,1.5245814736552252,0.5942028985507246
3149326.2478025863,0.2578925082365777,-0.059758427302751105,1.586122499337353,0.5434782608695652
3887688.5540784854,0.31201346811031927,-0.07985787478223512,1.792815466728422,0.5579710144927537
4923963.471002257,0.37550750552440837,-0.0723453687964821,1.9525454915811356,0.6086956521739131
1777638.774145139,0.12193759986534003,-0.09566749470438306,1.0712525605055818,0.5072463768115942
2798241.8118326147,0.22850533924781646,-0.10028598857684626,1.6673450919188095,0.6014492753623188
2405677.480285911,0.19192102481052364,-0.09101475265771714,1.3064878746214947,0.5
4184949.3459717617,0.33149040492560955,-0.08411345337518454,1.88588048581606,0.5579710144927537
3834272.03719283,0.3083880969061561,-0.06379477281033316,1.8291810493749407,0.6376811594202898
4691649.976741633,0.36227604799222335,-0.04425011118860399,2.21246990046145,0.6376811594202898
6959203.678825156,0.4740489626720541,-0.06119294522388093,1.9806768260756527,0.5869565217391305
6888126.962187234,0.47102559304319236,-0.10072633410075478,2.2954278117107187,0.6231884057971014
1970438.4865056537,0.1452823723325054,-0.13049735452425926,1.0168764053148585,0.5072463768115942
2015216.8843610834,0.15044102045252083,-0.10366268247352385,1.0589150768975368,0.5217391304347826
3818061.521421081,0.3072799019245185,-0.06871975311121063,1.6854753059790344,0.6086956521739131
2967007.189351153,0.242978795040254,-0.10711046270185448,1.6145559062754802,0.5579710144927537
3509992.852704694,0.28546793041196894,-0.0599749165276843,1.839286793926586,0.572463768115942
4124550.5882870303,0.32762470985010017,-0.0827266265638522,1.7015600396752404,0.5652173913043478
2602584.096801918,0.21082381521980853,-0.10103691829596209,1.4207938770550428,0.572463768115942
3234678.7128784433,0.2646380078337083,-0.08192333280145829,1.609434148834607,0.5289855072463768
3294102.8707246757,0.26925075819158106,-0.06277623169798403,1.5366732074537062,0.5652173913043478
4934765.507233705,0.3761104856594766,-0.04456244113212034,2.2001670809622036,0.6159420289855072
4926429.620961456,0.3756452615582444,-0.05403681627718286,2.181682580915494,0.6304347826086957
2307364.6590312887,0.18201570607458661,-0.07595621557437926,1.2373514006107902,0.5072463768115942
3965504.771177314,0.317224182989692,-0.07133179598002144,1.7142606841421364,0.572463768115942
2843921.1689169384,0.23249030235831736,-0.1256904562446397,1.5772147002997634,0.5652173913043478
5042845.413976102,0.38208620143169614,-0.07520043147856528,2.087185365511096,0.572463768115942
